planet_name,period,duration,depth,planet_radius,stellar_temp,stellar_radius,is_planet
Kepler-85 e,25.2149143,5.76,174.1,1.19,5435.0,0.873,1
Kepler-1067 c,5.42586901,2.5342,259.0,1.48,5594.0,0.934,1
Kepler-1785 b,19.58561177,1.755,532.9,3.09,5618.0,0.996,1
Kepler-325 b,4.544436472,1.8141,879.3,3.0,5445.0,0.937,1
Kepler-325 c,12.76220558,2.0688,653.8,3.18,5445.0,0.937,1
Kepler-325 d,38.7149617,3.441,694.8,2.62,5445.0,0.937,1
Kepler-968 b,3.69298623,1.7744,763.3,1.74,4402.0,0.572,1
Kepler-433 b,5.334082429,6.2226,4676.5,13.08,6332.0,1.905,1
Kepler-1005 b,6.4980147,2.4384,190.9,1.87,5727.0,1.104,1
Kepler-1006 b,19.76169247,3.9097,392.5,2.81,6327.0,1.175,1
Kepler-1007 b,5.18498961,2.1397,430.1,1.15,4325.0,0.56,1
Kepler-1775 b,85.6542476,6.866,476.0,3.56,5818.0,1.647,1
Kepler-1030 b,19.32945602,3.794,935.5,2.26,5026.0,0.763,1
Kepler-1032 b,3.290114076,1.5151,645.3,1.49,4484.0,0.594,1
Kepler-424 b,3.311864148,1.4049,5976.5,9.06,5461.0,0.937,1
Kepler-119 b,2.422084188,2.5613,1871.8,3.55,5598.0,0.83,1
Kepler-1786 b,78.5461106,8.689,658.7,3.55,5808.0,1.397,1
Kepler-1068 b,16.92342126,4.1864,1125.3,3.4,5786.0,0.99,1
Kepler-354 b,5.47665801,2.5482,648.0,2.01,4650.0,0.706,1
Kepler-326 c,4.580346161,2.097,308.3,1.38,5103.0,0.789,1
Kepler-326 b,2.248288213,2.0361,263.2,1.25,5103.0,0.789,1
Kepler-326 d,6.76690759,1.7062,249.3,1.31,5103.0,0.789,1
Kepler-969 b,34.1732156,4.7679,635.0,2.37,5201.0,0.834,1
Kepler-970 b,16.7364755,2.151,1147.0,2.73,4334.0,0.653,1
Kepler-1008 b,12.43929428,3.176,254.3,1.3,4987.0,0.773,1
Kepler-332 b,7.62635494,2.4168,296.1,1.21,4955.0,0.721,1
Kepler-1009 b,11.35010642,2.2792,1221.0,1.75,3597.0,0.514,1
Kepler-1780 b,109.4450597,3.792,1269.6,3.04,5403.0,0.868,1
Kepler-1033 b,7.56052209,3.8573,659.8,2.4,5895.0,0.94,1
Kepler-1034 b,12.12401737,3.3091,788.4,2.37,5094.0,0.87,1
Kepler-345 c,9.38740646,1.6165,384.6,1.69,4500.0,0.646,1
Kepler-345 b,7.41556471,1.973,150.4,0.79,4500.0,0.646,1
Kepler-354 d,24.2101973,4.046,458.0,1.5,4650.0,0.706,1
Kepler-1069 b,23.8990075,15.955,293.4,3.26,5511.0,1.93,1
Kepler-1070 b,6.22161107,3.4117,165.0,1.59,6277.0,1.097,1
Kepler-1071 b,6.17998508,2.1094,750.5,2.12,5149.0,0.791,1
Kepler-1072 b,1.569066598,2.7803,147.2,1.68,5821.0,1.395,1
Kepler-971 b,9.59068586,3.452,544.6,3.93,5476.0,1.673,1
Kepler-972 b,7.03932913,3.514,836.7,4.67,5846.0,1.24,1
Kepler-973 b,49.6075771,2.9575,626.7,2.12,5187.0,0.774,1
Kepler-1770 b,16.84183355,2.6194,822.1,3.08,5602.0,1.009,1
Kepler-74 b,7.340714946,2.9987,8510.5,14.31,6056.0,1.498,1
Kepler-333 b,12.55111099,3.1293,494.1,1.34,4213.0,0.598,1
Kepler-493 b,3.003879547,3.2848,8538.0,10.96,6311.0,1.172,1
Kepler-333 c,24.0884178,3.952,387.2,1.16,4213.0,0.598,1
Kepler-334 c,12.75800092,4.1828,187.9,1.49,5782.0,1.095,1
Kepler-334 b,5.47033376,3.1441,112.0,1.15,5782.0,1.095,1
Kepler-346 b,6.51112385,1.6919,695.1,3.09,6032.0,1.001,1
Kepler-346 c,23.85163321,2.4453,833.7,3.37,6032.0,1.001,1
Kepler-1035 b,2.714078374,1.3115,143.5,1.38,5815.0,0.992,1
Kepler-1036 b,122.8799543,7.835,717.7,2.7,5413.0,0.861,1
Kepler-1781 b,4.88753111,2.034,679.6,2.45,5568.0,0.957,1
Kepler-1076 b,6.14728341,2.7645,119.7,0.79,4997.0,0.746,1
Kepler-1788 b,2.800111267,1.0237,706.7,2.13,4786.0,0.704,1
Kepler-1077 b,34.3511339,4.4408,599.4,2.75,6091.0,0.967,1
Kepler-495 b,3.413036353,2.61366,3868.7,6.62,5392.0,1.087,1
Kepler-1078 b,3.00725068,4.4302,285.8,1.56,5667.0,0.781,1
Kepler-974 b,4.194496867,1.7807,660.7,1.57,3706.0,0.522,1
Kepler-975 b,1.970340203,1.7901,403.2,3.97,4883.0,1.667,1
Kepler-975 c,5.05821338,1.132,748.3,10.69,4883.0,1.667,1
Kepler-977 b,26.85323647,4.4557,965.8,2.65,5329.0,0.869,1
Kepler-334 d,25.0985083,2.7727,167.6,1.59,5782.0,1.095,1
Kepler-1010 b,34.2685741,4.8251,699.3,2.44,5083.0,0.872,1
Kepler-1011 b,5.75321539,1.7948,733.8,3.14,5445.0,0.929,1
Kepler-1012 b,5.50860699,3.0788,203.9,1.49,5448.0,0.883,1
Kepler-1013 b,18.93055119,3.372,684.0,4.41,5015.0,1.643,1
Kepler-1677 b,22.06402,4.1,388.7,2.67,6232.0,1.09,1
Kepler-1782 b,5.756245244,1.071,623.6,2.24,4931.0,0.734,1
Kepler-1038 b,148.4601819,5.499,1532.1,3.61,5159.0,0.821,1
Kepler-1039 b,0.934885365,1.4083,270.4,3.21,4777.0,1.795,1
Kepler-355 c,25.7626846,6.908,619.5,2.66,5739.0,1.069,1
Kepler-355 b,11.0317836,4.753,182.3,1.45,5739.0,1.069,1
Kepler-119 c,4.12511935,2.877,114.7,0.88,5598.0,0.83,1
Kepler-356 c,13.12162167,3.6138,196.9,1.99,6140.0,1.277,1
Kepler-978 b,49.6220669,7.222,505.5,3.33,5938.0,1.184,1
Kepler-979 b,8.08801663,1.8334,952.9,2.94,5269.0,0.874,1
Kepler-980 b,11.55103848,3.3601,402.8,2.17,5907.0,1.058,1
Kepler-981 b,4.469754641,1.813,553.9,2.26,5988.0,0.934,1
Kepler-982 b,15.77382794,4.957,313.6,2.72,6283.0,1.531,1
Kepler-335 b,6.56226483,4.0144,260.8,3.07,5878.0,1.812,1
Kepler-336 d,20.67876365,4.6395,323.9,2.42,5865.0,1.272,1
Kepler-117 c,50.79034648,10.8474,5671.1,10.6,6163.0,1.406,1
Kepler-336 c,9.59993246,4.3206,271.2,2.08,5865.0,1.272,1
Kepler-336 b,2.0248205,2.55,63.3,1.01,5865.0,1.272,1
Kepler-1040 b,201.118319,10.328,584.8,2.28,5646.0,0.954,1
Kepler-1041 b,24.7577652,6.998,458.7,2.44,6106.0,0.966,1
Kepler-347 b,12.7983174,6.401,336.6,2.88,5592.0,1.451,1
Kepler-1042 b,10.13200555,3.1683,911.6,1.67,4777.0,0.561,1
Kepler-1043 b,38.505224,5.941,695.2,2.45,5974.0,0.881,1
Kepler-356 b,4.6126736,3.0643,133.2,1.6,6140.0,1.277,1
Kepler-1073 b,8.67890312,3.5317,540.6,2.56,5509.0,1.116,1
Kepler-1787 b,39.3135699,5.0137,500.1,2.07,6060.0,0.925,1
Kepler-1074 b,5.94565516,2.1604,401.2,1.12,3974.0,0.564,1
Kepler-1075 b,1.52373073,1.4796,364.7,1.26,3746.0,0.51,1
Kepler-491 b,4.225384543,2.82038,7563.0,9.0,5574.0,1.054,1
Kepler-983 b,60.0853848,7.007,432.2,2.4,6028.0,1.047,1
Kepler-984 b,43.0343364,6.571,541.6,2.5,5550.0,0.911,1
Kepler-1771 b,88.6440015,7.82,625.5,2.51,5661.0,0.934,1
Kepler-1776 b,35.01190875,2.868,436.7,2.97,5872.0,1.153,1
Kepler-1014 b,16.57099265,2.9052,644.9,2.03,5483.0,0.779,1
Kepler-1015 b,16.00496657,6.5047,377.5,3.71,6384.0,1.904,1
Kepler-1016 b,1.954525966,2.0944,392.8,2.38,5741.0,1.136,1
Kepler-1017 b,7.23400381,2.165,453.3,1.78,5411.0,0.85,1
Kepler-1044 b,6.77408984,2.6215,520.3,2.5,6246.0,1.092,1
Kepler-118 c,20.172024672,3.1488,5368.1,6.24,5064.0,0.864,1
Kepler-1045 b,26.41044199,3.0715,991.1,2.45,5448.0,0.734,1
Kepler-1783 b,8.27745764,2.713,197.2,2.46,5129.0,1.781,1
Kepler-1046 b,14.37504582,3.208,251.1,2.05,5931.0,1.053,1
Kepler-1678 b,147.97391,6.854,1267.1,3.33,5578.0,0.95,1
Kepler-1079 b,13.24503482,4.4078,156.1,1.77,5636.0,1.39,1
Kepler-1080 b,77.2550726,10.214,589.5,3.7,6564.0,1.356,1
Kepler-1081 b,3.85690686,2.0808,127.8,0.93,5272.0,0.813,1
Kepler-985 b,116.3311739,7.025,1586.3,3.26,5354.0,0.835,1
Kepler-416 b,6.31943553,3.3422,581.1,2.71,5670.0,1.022,1
Kepler-416 c,12.20951755,4.1808,538.1,2.61,5670.0,1.022,1
Kepler-416 d,3.07644709,2.6326,216.7,1.61,5670.0,1.022,1
Kepler-409 b,68.958447,3.128,123.3,1.11,5455.0,0.888,1
Kepler-117 b,18.79591276,7.5235,2431.4,7.39,6163.0,1.406,1
Kepler-1675 b,63.0380366,7.3702,658.7,2.59,5798.0,1.019,1
Kepler-337 c,9.69315023,5.6725,141.8,1.89,5683.0,1.472,1
Kepler-1047 b,56.1886436,6.5272,346.2,2.56,5700.0,1.176,1
Kepler-1048 b,6.92101452,4.3591,529.7,1.48,4461.0,0.585,1
Kepler-1049 b,3.27344784,1.7292,262.5,0.81,3758.0,0.496,1
Kepler-1050 b,15.3789014,4.662,185.1,2.94,5817.0,2.153,1
Kepler-1662 b,134.4785189,5.9288,4033.5,10.52,5791.0,1.336,1
Kepler-950 b,98.7179332,6.593,7320.0,6.99,5808.0,0.786,1
Kepler-951 b,71.52543938,5.9189,5904.3,5.76,4855.0,0.778,1
Kepler-412 b,1.72086129,2.0243,10184.0,13.25,5742.0,1.215,1
Kepler-986 b,56.4349933,4.7381,580.0,2.37,5534.0,1.001,1
Kepler-1673 b,33.7888028,5.496,649.2,2.71,6202.0,1.062,1
Kepler-1772 b,3.215109385,4.365,158.0,1.54,5541.0,0.934,1
Kepler-337 b,3.29276797,4.8069,80.7,1.39,5683.0,1.472,1
Kepler-338 b,13.72710334,7.3419,199.2,2.38,5951.0,1.693,1
Kepler-338 c,24.3110031,8.7682,184.4,2.3,5951.0,1.693,1
Kepler-338 d,44.4304059,10.306,238.5,2.61,5951.0,1.693,1
Kepler-338 e,9.34145925,6.18,81.7,1.56,5951.0,1.693,1
Kepler-339 b,4.97760447,2.5719,287.3,1.75,5353.0,1.023,1
Kepler-1050 c,21.1285655,3.852,176.7,2.88,5817.0,2.153,1
Kepler-118 b,7.51854537,2.845,286.7,1.42,5064.0,0.864,1
Kepler-1051 b,25.96190067,6.2732,350.3,3.25,6369.0,1.729,1
Kepler-952 b,130.3543929,6.474,5128.7,7.7,5970.0,1.015,1
Kepler-41 b,1.855557556,2.35672,10570.0,10.05,5657.0,0.947,1
Kepler-954 b,16.78175788,3.7386,908.0,2.25,4925.0,0.742,1
Kepler-987 b,105.3035093,6.214,1362.2,3.18,5534.0,0.875,1
Kepler-327 b,2.549562652,1.6999,495.1,1.11,3716.0,0.506,1
Kepler-327 d,13.96950181,1.5871,1110.0,2.04,3716.0,0.506,1
Kepler-327 c,5.21230171,2.098,430.0,1.04,3716.0,0.506,1
Kepler-988 b,17.76076524,1.6679,1287.2,1.93,3826.0,0.516,1
Kepler-339 d,10.55840479,3.366,194.2,1.41,5353.0,1.023,1
Kepler-339 c,6.98800953,3.103,193.2,1.39,5353.0,1.023,1
Kepler-340 c,22.8245144,6.617,322.7,3.36,6642.0,1.846,1
Kepler-1018 b,49.1011093,6.341,845.6,3.28,5393.0,1.11,1
Kepler-348 b,7.05675145,2.0261,130.0,1.68,6388.0,1.402,1
Kepler-1052 b,34.8536903,5.333,767.7,2.4,5818.0,0.848,1
Kepler-1053 b,2.41434868,1.2701,191.0,0.97,4507.0,0.724,1
Kepler-1054 b,4.30656389,4.1107,257.0,1.95,6108.0,1.03,1
Kepler-447 b,7.794302043,1.1081,3387.4,16.51,5494.0,0.982,1
Kepler-955 b,14.5324483,3.13,1355.9,3.11,5345.0,0.86,1
Kepler-956 b,5.248667607,1.917,601.2,2.84,5807.0,1.012,1
Kepler-989 b,7.96431492,1.5342,746.0,2.44,5185.0,0.91,1
Kepler-1996 c,92.7297248,6.83,1257.5,2.81,4580.0,0.675,1
Kepler-17 b,1.485710994,2.2874,20824.0,14.48,5624.0,1.018,1
Kepler-328 c,71.3116598,8.813,2138.0,4.94,6194.0,1.069,1
Kepler-1019 b,1.411230023,1.4325,388.2,1.71,4575.0,0.737,1
Kepler-1020 b,96.9151707,6.065,862.8,2.37,5162.0,0.791,1
Kepler-1021 b,13.47472742,2.5995,729.6,1.96,5395.0,0.734,1
Kepler-1055 b,2.29503515,1.654,172.1,1.18,5637.0,0.909,1
Kepler-1056 b,27.495634,4.858,483.3,2.11,5657.0,0.911,1
Kepler-1057 b,14.08826442,4.1847,889.4,2.66,5853.0,0.895,1
Kepler-71 b,3.905081685,2.8213,21340.0,12.78,5543.0,0.887,1
Kepler-1058 b,110.9643706,12.831,1283.2,2.11,4441.0,0.546,1
Kepler-319 c,6.94135824,1.8899,825.0,2.96,5527.0,0.88,1
Kepler-489 b,17.276296682,3.94738,10458.0,7.31,4941.0,0.738,1
Kepler-319 d,31.7821117,3.856,570.2,2.08,5527.0,0.88,1
Kepler-319 b,4.36273233,2.2375,341.6,1.76,5527.0,0.88,1
Kepler-329 c,18.6848377,3.7965,1251.5,1.93,4156.0,0.545,1
Kepler-329 b,7.41634701,2.1362,505.5,1.24,4156.0,0.545,1
Kepler-990 b,9.91724268,3.2241,457.9,2.85,5539.0,1.207,1
Kepler-991 b,82.5341188,4.8556,1895.4,2.45,4316.0,0.58,1
Kepler-992 b,20.16037858,4.13,343.6,1.75,4975.0,0.724,1
Kepler-1022 b,10.99470891,1.5929,884.7,1.71,4302.0,0.586,1
Kepler-1978 b,10.84969477,3.474,1122.1,2.67,5251.0,0.778,1
Kepler-1777 b,12.18420006,2.5014,499.3,2.59,5771.0,1.068,1
Kepler-1059 b,3.76417012,2.0111,558.4,1.7,5063.0,0.728,1
Kepler-349 b,5.92972237,2.518,412.1,1.92,5741.0,0.956,1
Kepler-349 c,12.2476121,3.209,402.7,1.9,5741.0,0.956,1
Kepler-1784 b,13.59051547,3.784,621.9,2.4,5442.0,0.974,1
Kepler-1060 b,46.8776724,10.041,539.8,2.62,5504.0,0.993,1
Kepler-1769 b,89.1935737,4.0104,868.3,3.81,6071.0,1.295,1
Kepler-321 c,13.09390911,2.2805,398.7,2.2,5772.0,0.956,1
Kepler-321 b,4.915385452,2.7757,225.5,1.46,5772.0,0.956,1
Kepler-958 b,9.76785911,2.1649,585.4,2.54,5371.0,0.852,1
Kepler-1773 b,40.80957343,3.158,436.1,3.44,6183.0,1.3,1
Kepler-993 b,22.08551599,2.1727,3157.4,3.34,3828.0,0.565,1
Kepler-994 b,1.151166776,1.0907,578.4,1.28,3951.0,0.535,1
Kepler-44 b,3.246732048,3.0535,6998.2,12.4,5763.0,1.457,1
Kepler-1023 b,62.1385979,4.2938,886.3,5.14,5123.0,1.621,1
Kepler-350 c,17.84850835,5.8919,391.2,3.29,6188.0,1.465,1
Kepler-350 d,26.1363443,6.613,362.2,2.8,6188.0,1.465,1
Kepler-350 b,11.1895709,5.3,143.3,1.81,6188.0,1.465,1
Kepler-1061 b,2.757977384,2.1489,211.0,1.69,5919.0,1.0,1
Kepler-959 b,14.80075082,5.762,501.4,17.38,6327.0,7.663,1
Kepler-960 b,3.126861192,1.1926,794.6,5.12,4854.0,1.749,1
Kepler-961 b,16.87725775,3.7917,818.4,2.54,5497.0,0.872,1
Kepler-962 b,12.05705659,2.3462,523.9,1.96,5365.0,0.834,1
Kepler-995 b,28.26727385,4.5839,1160.2,2.93,5132.0,0.886,1
Kepler-996 b,3.770590654,2.029,314.4,2.13,5714.0,1.208,1
Kepler-997 b,2.7073064,3.4378,69.5,1.36,6045.0,1.629,1
Kepler-1024 b,66.4159789,7.061,2053.2,3.44,5383.0,0.759,1
Kepler-341 c,8.0103929,4.2713,294.1,1.88,5616.0,1.111,1
Kepler-341 d,27.6666375,6.315,324.0,2.04,5616.0,1.111,1
Kepler-341 b,5.19559398,3.748,116.0,1.18,5616.0,1.111,1
Kepler-351 c,57.2488518,6.083,1455.6,3.19,5642.0,0.846,1
Kepler-351 b,37.0551726,5.439,1028.8,3.19,5642.0,0.846,1
Kepler-352 c,16.33269981,2.174,300.4,1.61,5208.0,0.772,1
Kepler-352 b,10.05550267,2.951,147.7,0.92,5208.0,0.772,1
Kepler-1062 b,9.30413878,1.9254,637.3,1.67,4458.0,0.658,1
Kepler-322 c,4.33722007,2.4973,358.5,1.63,5390.0,0.876,1
Kepler-322 b,1.653889476,1.7242,124.4,0.97,5390.0,0.876,1
Kepler-1672 b,150.8783198,8.6797,659.9,4.37,5504.0,1.737,1
Kepler-323 c,3.553831111,3.1029,191.8,1.62,6015.0,1.081,1
Kepler-323 b,1.6783263,2.5123,146.3,1.57,6015.0,1.081,1
Kepler-998 b,5.65378163,1.9483,366.8,1.82,5988.0,0.934,1
Kepler-999 b,5.99185827,1.7215,186.3,2.75,6157.0,1.695,1
Kepler-1000 b,120.0183551,11.637,886.0,4.54,6469.0,1.467,1
Kepler-1001 b,14.30517579,4.535,863.4,3.05,5741.0,0.846,1
Kepler-1001 c,9.18189122,4.343,363.6,2.17,5741.0,0.846,1
Kepler-1814 b,2.935362067,1.5043,1052.6,3.15,4922.0,0.823,1
Kepler-1158 b,13.53953595,4.389,134.2,2.32,6109.0,1.997,1
Kepler-1159 b,22.7082375,3.503,298.8,1.72,6170.0,0.992,1
Kepler-1160 b,7.97033985,2.6675,490.8,1.81,5774.0,0.818,1
Kepler-1195 b,8.49640437,2.2128,834.0,2.14,5093.0,0.709,1
Kepler-1196 b,66.1843646,5.155,560.5,2.72,5640.0,0.978,1
Kepler-1197 b,2.032318856,1.1596,287.5,1.12,4670.0,0.682,1
Kepler-501 c,3.62275506,2.7868,180.6,1.62,5794.0,1.216,1
Kepler-1096 b,2.892216772,1.3596,360.5,1.31,4229.0,0.615,1
Kepler-1097 b,187.746606,5.885,1583.0,2.95,5303.0,0.753,1
Kepler-1098 b,2.543063763,2.8473,152.0,1.26,5579.0,1.029,1
Kepler-121 b,3.177414601,1.5262,1134.3,2.65,5303.0,0.708,1
Kepler-1099 b,2.168451063,1.458,466.9,2.41,6153.0,1.109,1
Kepler-367 b,37.8154157,4.662,286.4,1.21,4856.0,0.705,1
Kepler-367 c,53.5783052,5.194,224.9,1.16,4856.0,0.705,1
Kepler-1802 c,33.1362861,4.163,825.2,2.05,4245.0,0.637,1
Kepler-1802 b,7.72513619,2.042,382.2,1.71,4245.0,0.637,1
Kepler-1161 b,10.71253475,2.7186,1198.6,2.02,4175.0,0.544,1
Kepler-1162 b,32.5635249,5.418,578.3,2.05,5225.0,0.859,1
Kepler-1815 b,12.19140405,1.8832,665.8,2.46,5516.0,0.967,1
Kepler-1163 b,6.11784972,3.458,60.5,1.05,6226.0,1.333,1
Kepler-1164 b,3.97599629,2.2029,206.0,1.11,5143.0,0.778,1
Kepler-1198 b,7.68478504,2.447,274.1,1.47,5344.0,0.907,1
Kepler-1199 b,15.0447098,5.823,97.9,1.51,5798.0,1.525,1
Kepler-1200 b,1.118547814,1.5534,234.8,0.98,4496.0,0.658,1
Kepler-1100 b,6.42199919,2.6192,161.6,1.25,5985.0,0.981,1
Kepler-1679 b,9.75374033,2.348,430.8,1.87,5806.0,0.899,1
Kepler-1101 b,81.3153052,5.807,715.5,2.55,5325.0,0.975,1
Kepler-1102 b,51.3283527,9.357,692.3,3.06,6119.0,1.119,1
Kepler-1103 b,19.7919389,3.787,383.7,2.58,6285.0,1.039,1
Kepler-368 b,26.8475962,10.068,254.1,3.2,5508.0,1.988,1
Kepler-1132 b,62.8917493,6.831,791.0,2.5,5052.0,0.855,1
Kepler-369 c,14.87149773,2.4076,944.9,1.59,3825.0,0.524,1
Kepler-369 b,2.732767897,1.1102,613.1,1.42,3825.0,0.524,1
Kepler-498 b,9.61375316,4.654,797.9,3.27,5997.0,1.11,1
Kepler-1165 c,29.9685917,6.678,309.5,1.91,6249.0,1.076,1
Kepler-1166 b,33.2407985,4.675,341.9,1.51,5382.0,0.827,1
Kepler-1201 b,15.18727049,4.509,292.5,1.94,6136.0,1.005,1
Kepler-1202 b,28.6853212,6.307,689.1,2.69,5726.0,0.838,1
Kepler-1203 b,0.588001053,1.1451,297.4,0.99,3814.0,0.57,1
Kepler-1204 b,85.7357202,7.625,747.7,2.94,6096.0,1.077,1
Kepler-1205 b,1.078389713,1.3394,300.5,1.98,5325.0,0.985,1
Kepler-1104 b,5.03728033,2.0619,76.3,1.55,6387.0,1.381,1
Kepler-360 b,3.289726319,2.3274,234.9,1.37,5463.0,0.91,1
Kepler-360 c,7.18644594,1.4972,402.0,2.19,5463.0,0.91,1
Kepler-417 c,15.94248453,3.4894,1093.7,2.62,5376.0,0.806,1
Kepler-121 c,41.0081117,4.376,1004.5,2.64,5303.0,0.708,1
Kepler-1133 b,11.55562042,1.6758,441.5,2.11,5420.0,0.85,1
Kepler-1804 b,12.2885046,2.807,342.1,3.22,5109.0,1.671,1
Kepler-1134 b,17.13263125,3.0555,850.2,2.31,5477.0,0.794,1
Kepler-370 c,19.0231361,3.431,401.6,2.04,5569.0,0.954,1
Kepler-370 b,4.57948235,3.106,207.1,1.35,5569.0,0.954,1
Kepler-1167 b,1.003931703,1.4361,491.1,1.6,4949.0,0.741,1
Kepler-1168 b,55.8224775,5.457,879.6,2.13,5162.0,0.736,1
Kepler-1169 b,6.11010439,2.314,59.7,0.93,6213.0,1.195,1
Kepler-502 b,4.286866229,4.4726,1321.9,4.14,6228.0,1.049,1
Kepler-1828 b,10.27380957,3.252,352.8,1.68,5806.0,0.899,1
Kepler-381 c,13.39155154,3.391,48.9,1.58,6197.0,2.188,1
Kepler-381 b,5.62904396,3.7295,39.5,1.39,6197.0,2.188,1
Kepler-381 d,8.2562857,2.0378,37.3,1.49,6197.0,2.188,1
Kepler-417 b,12.33087921,3.0664,872.2,2.34,5376.0,0.806,1
Kepler-1105 b,4.421566535,2.1229,684.0,2.19,4299.0,0.697,1
Kepler-67 b,15.72585941,3.8284,1313.1,2.69,5332.0,0.755,1
Kepler-1106 b,1.252753881,2.1472,200.0,2.44,5907.0,1.705,1
Kepler-1795 b,13.36019864,2.788,699.9,1.84,4500.0,0.688,1
Kepler-1135 b,76.957056,9.551,367.1,2.09,5878.0,1.041,1
Kepler-1805 b,8.84784273,2.0572,460.2,1.15,3867.0,0.552,1
Kepler-1170 b,9.98970266,3.7,988.4,2.48,5265.0,0.81,1
Kepler-499 b,5.63252508,2.1448,634.4,2.04,5216.0,0.804,1
Kepler-1171 b,1.442592305,2.9698,166.0,2.67,7216.0,2.043,1
Kepler-376 c,14.17222858,2.6297,246.8,2.39,5845.0,1.314,1
Kepler-376 b,4.92031063,4.046,81.0,1.18,5845.0,1.314,1
Kepler-1830 b,56.4931698,8.704,411.9,4.43,6160.0,2.046,1
Kepler-124 c,13.82142084,3.985,765.2,2.2,4983.0,0.651,1
Kepler-1831 b,5.78387049,1.3966,413.3,2.07,6063.0,1.012,1
Kepler-1208 b,11.08507658,1.751,771.8,2.5,5080.0,0.793,1
Kepler-1107 b,0.571038347,1.1267,242.1,1.65,5132.0,0.886,1
Kepler-1680 b,8.77425786,2.2245,239.6,1.75,5146.0,0.905,1
Kepler-1108 b,4.51005082,2.1533,294.8,1.74,5362.0,1.032,1
Kepler-1109 b,37.6468519,6.344,427.4,5.37,5443.0,2.652,1
Kepler-1796 b,29.4557841,3.451,533.8,2.19,6036.0,0.949,1
Kepler-122 c,12.466004437,5.0066,2232.1,5.65,6038.0,1.191,1
Kepler-1136 b,2.361724472,1.2167,587.0,1.53,4478.0,0.651,1
Kepler-371 b,34.7630543,4.309,293.7,1.75,5670.0,0.95,1
Kepler-372 c,20.0545282,7.173,305.4,2.63,6056.0,1.209,1
Kepler-1138 b,3.17059731,1.6686,325.4,1.69,5431.0,0.843,1
Kepler-377 c,27.0142622,5.385,287.6,2.0,5949.0,1.184,1
Kepler-377 b,12.50945798,3.479,155.3,1.54,5949.0,1.184,1
Kepler-1172 b,26.0203329,4.965,1164.4,4.53,5624.0,1.244,1
Kepler-1173 b,0.769854899,1.0243,109.6,0.93,5173.0,0.822,1
Kepler-1174 b,6.89226333,2.4921,214.4,2.13,5862.0,1.463,1
Kepler-1210 b,8.07127043,2.393,318.2,1.53,5766.0,0.853,1
Kepler-1211 b,11.01819178,4.635,545.7,2.64,6075.0,0.969,1
Kepler-124 d,30.9505927,5.394,301.4,1.51,4983.0,0.651,1
Kepler-1797 b,23.3593589,5.389,570.1,2.98,6244.0,1.009,1
Kepler-1110 b,9.69310837,2.734,1130.7,2.12,4818.0,0.618,1
Kepler-1139 b,0.813166357,1.4122,173.5,1.14,5237.0,0.887,1
Kepler-1807 b,10.86062378,2.2874,189.6,2.09,6455.0,1.496,1
Kepler-1140 b,24.08632177,2.236,1041.7,2.78,4973.0,0.768,1
Kepler-1175 b,37.9456138,4.093,1032.9,2.79,5861.0,0.865,1
Kepler-1176 b,24.1738244,3.056,532.6,2.21,5468.0,0.968,1
Kepler-1829 b,5.186737262,0.8023,712.7,2.4,5230.0,0.777,1
Kepler-1206 b,1.217000383,1.3285,459.8,1.58,4859.0,0.757,1
Kepler-1207 b,13.6823798,4.153,179.6,1.43,6102.0,1.026,1
Kepler-1111 b,8.79618433,3.3781,286.3,1.77,6142.0,1.046,1
Kepler-1798 b,16.85592593,2.309,871.5,1.7,3967.0,0.587,1
Kepler-1112 b,14.36270451,4.564,349.4,2.31,6643.0,1.216,1
Kepler-1681 b,69.8956789,5.276,548.4,3.04,5390.0,1.104,1
Kepler-91 b,6.24667547,11.261,396.8,14.93,4604.0,6.221,1
Kepler-1141 b,2.344512589,1.4116,58.9,0.97,5821.0,1.132,1
Kepler-122 b,5.766165573,3.8314,364.8,2.27,6038.0,1.191,1
Kepler-1142 b,18.3027235,8.262,186.7,2.72,5528.0,1.839,1
Kepler-1143 b,2.888904439,1.6043,402.2,1.68,4895.0,0.759,1
Kepler-1144 b,17.14648756,4.2354,440.3,3.64,5559.0,1.412,1
Kepler-378 b,16.09227518,2.1072,128.5,0.98,4657.0,0.67,1
Kepler-379 c,62.7843981,4.81,325.0,2.28,6053.0,1.26,1
Kepler-1816 b,91.500873,4.842,704.8,1.82,5051.0,0.706,1
Kepler-1817 b,44.2993483,4.298,797.9,2.68,5316.0,0.915,1
Kepler-1832 b,3.13877646,1.6663,174.1,0.97,5242.0,0.722,1
Kepler-430 b,35.9682692,2.839,269.7,2.95,5883.0,1.529,1
Kepler-1209 b,25.3690868,4.746,110.1,1.67,6126.0,1.406,1
Kepler-1833 b,6.89213244,1.725,82.0,1.35,6164.0,1.446,1
Kepler-1113 b,42.3006282,4.372,507.9,2.54,5852.0,1.129,1
Kepler-361 c,55.1866213,9.133,375.5,2.47,6178.0,1.267,1
Kepler-1114 b,14.97436238,2.4461,265.4,1.28,5311.0,0.8,1
Kepler-1145 b,3.97076603,1.814,349.2,1.6,5178.0,0.778,1
Kepler-1146 b,2.352273912,1.7389,318.6,1.29,4816.0,0.748,1
Kepler-1808 b,23.34036251,2.054,615.1,2.21,5530.0,0.892,1
Kepler-1683 b,15.03366411,3.272,374.9,1.7,5523.0,0.891,1
