planet_name,period,duration,depth,planet_radius,stellar_temp,stellar_radius,is_planet
Kepler-1869 c,1.716828304,2.068,59.5,0.74,5808.0,0.902,1
Kepler-1332 b,11.87457664,1.9797,220.7,1.32,5523.0,0.88,1
Kepler-1333 b,109.6469948,6.568,899.7,4.85,5332.0,1.453,1
Kepler-1334 b,15.64588656,3.959,572.1,2.18,5896.0,0.916,1
Kepler-1358 b,7.06321927,2.411,207.2,1.21,5305.0,0.818,1
Kepler-1381 b,25.384175,3.576,594.0,2.44,6137.0,0.994,1
Kepler-129 b,15.79196594,7.2772,203.1,2.4,5758.0,1.704,1
Kepler-1869 b,8.16733851,3.337,104.9,1.03,5808.0,0.902,1
Kepler-100 c,12.81590421,6.3856,220.5,2.26,5788.0,1.474,1
Kepler-1314 b,5.424749327,1.139,7680.0,5.15,4137.0,0.591,1
Kepler-1870 b,3.606940379,1.0418,432.3,2.04,5508.0,0.84,1
Kepler-1335 b,6.26404774,2.39,378.7,1.55,5032.0,0.817,1
Kepler-1336 b,23.1985852,9.821,224.7,2.61,5416.0,1.756,1
Kepler-1336 c,5.77721259,2.462,134.3,2.17,5416.0,1.756,1
Kepler-1359 b,59.4969009,5.404,1262.1,2.92,4817.0,0.833,1
Kepler-1879 b,10.61345333,0.9829,150.2,1.77,5865.0,1.388,1
Kepler-127 d,48.6303805,7.0805,339.8,2.48,6075.0,1.352,1
Kepler-1360 b,40.5289885,10.604,360.7,5.92,6443.0,3.086,1
Kepler-1382 b,16.3583482,9.858,116.4,2.23,6133.0,1.765,1
Kepler-1383 b,13.9093544,6.765,86.8,1.33,6052.0,1.424,1
Kepler-398 b,4.081411554,2.3239,171.9,1.0,4498.0,0.635,1
Kepler-398 c,11.41941928,3.3075,150.5,0.99,4498.0,0.635,1
Kepler-398 d,6.83440674,2.2726,177.1,1.01,4498.0,0.635,1
Kepler-1337 b,24.4004378,2.987,860.5,2.47,4583.0,0.674,1
Kepler-1338 b,0.935115863,1.6172,64.8,1.05,5874.0,1.297,1
Kepler-1361 b,3.57551429,2.364,92.8,0.89,5213.0,0.917,1
Kepler-1362 b,136.205112,5.568,1209.3,2.35,4648.0,0.675,1
Kepler-1880 b,6.30922043,1.3251,691.2,1.37,4380.0,0.53,1
Kepler-1363 b,2.94194296,2.056,278.0,1.22,4901.0,0.758,1
Kepler-129 c,82.2001239,10.627,233.9,2.57,5758.0,1.704,1
Kepler-1384 b,15.3626052,3.736,468.3,1.8,5011.0,0.851,1
Kepler-1315 b,0.843379985,1.4474,343.3,1.7,4818.0,0.856,1
Kepler-1315 c,6.56606941,1.8455,402.4,1.83,4818.0,0.856,1
Kepler-126 b,10.49566303,4.7356,106.1,1.34,6214.0,1.297,1
Kepler-1339 b,1.34155642,1.6462,58.2,0.74,5779.0,0.97,1
Kepler-1689 b,8.48299282,2.505,69.1,0.8,5827.0,0.933,1
Kepler-1340 b,0.665025941,1.7542,104.7,1.11,5884.0,1.07,1
Kepler-1690 b,234.635652,6.965,868.5,2.56,5422.0,0.885,1
Kepler-1364 b,13.32191461,6.213,133.5,2.88,6995.0,2.274,1
Kepler-1365 b,7.69994466,4.432,70.9,0.92,5727.0,1.104,1
Kepler-1365 c,4.77466043,3.804,54.3,0.81,5727.0,1.104,1
Kepler-127 c,29.39337161,7.0445,327.0,2.5,6075.0,1.352,1
Kepler-1366 b,2.164570593,1.2862,525.1,1.27,3941.0,0.554,1
Kepler-1385 b,2.88878583,2.977,40.9,0.84,5696.0,1.331,1
Kepler-1316 b,87.9724227,14.638,866.7,3.39,5837.0,1.159,1
Kepler-1317 b,0.568874717,1.2177,378.4,1.49,5223.0,0.78,1
Kepler-1874 b,56.5732318,4.188,688.5,2.69,4701.0,0.775,1
Kepler-507 b,3.568099612,3.2131,98.4,1.36,6007.0,1.334,1
Kepler-1341 b,132.9955503,7.436,1275.4,2.51,4523.0,0.659,1
Kepler-135 b,6.002548291,4.1628,202.0,2.33,6204.0,1.36,1
Kepler-135 c,11.44865823,4.953,75.2,1.32,6204.0,1.36,1
Kepler-516 b,24.85466504,9.182,776.2,7.61,6967.0,2.527,1
Kepler-517 b,60.92818866,6.3336,755.6,2.78,5638.0,1.023,1
Kepler-518 b,8.512037736,2.1861,597.8,2.14,5767.0,0.881,1
Kepler-537 b,3.247548814,2.5146,209.7,1.41,5703.0,0.975,1
Kepler-1408 b,2.99792926,4.398,45.4,1.12,5888.0,1.645,1
Kepler-1410 b,60.8660974,4.397,714.3,1.39,3808.0,0.522,1
Kepler-1901 b,3.48412874,1.422,161.6,1.16,5696.0,0.921,1
Kepler-92 b,13.74883059,6.0968,425.9,3.63,5862.0,1.67,1
Kepler-99 b,4.603575293,2.3499,440.4,1.51,4783.0,0.741,1
Kepler-519 b,24.30784323,2.6054,677.1,2.14,5313.0,0.82,1
Kepler-520 b,19.67409703,3.7535,204.9,1.78,6023.0,1.031,1
Kepler-101 b,3.487688776,3.83661,1298.8,5.64,5576.0,1.593,1
Kepler-538 b,81.737872,6.6923,628.8,2.16,5559.0,0.873,1
Kepler-1656 b,31.578651216,2.12791,2125.4,4.52,5733.0,0.99,1
Kepler-144 b,5.88527364,1.9531,112.7,1.59,6070.0,1.431,1
Kepler-1411 b,86.1160885,6.058,875.2,3.11,6161.0,1.053,1
Kepler-1412 b,3.61460332,3.227,43.9,0.9,5799.0,1.375,1
Kepler-130 b,8.45744892,3.2893,77.4,1.02,5903.0,1.137,1
Kepler-1902 b,3.82223397,1.924,362.7,1.05,3729.0,0.514,1
Kepler-1903 b,17.067644,6.026,262.4,1.62,6347.0,0.996,1
Kepler-1424 b,29.6099055,7.433,120.1,1.74,5812.0,1.122,1
Kepler-1905 b,3.42390809,1.773,153.1,1.25,5788.0,1.015,1
Kepler-520 c,5.21104597,3.3447,102.7,1.18,6023.0,1.031,1
Kepler-1715 b,35.5969684,6.691,684.5,3.72,6212.0,1.209,1
Kepler-136 b,11.57890926,2.7207,243.4,2.06,6156.0,1.303,1
Kepler-144 c,10.10463142,2.369,114.6,1.59,6070.0,1.431,1
Kepler-145 c,42.88247951,9.7471,408.9,3.61,6143.0,1.763,1
Kepler-63 b,9.43414171,2.8112,3977.0,5.73,5578.0,0.886,1
Kepler-145 b,22.95062278,4.4814,129.8,2.17,6143.0,1.763,1
Kepler-539 b,125.6291479,9.108,7841.6,10.02,5819.0,1.111,1
Kepler-1893 b,4.17939037,2.647,172.8,1.52,5633.0,1.162,1
Kepler-1894 b,2.76263737,1.821,185.0,1.25,5772.0,0.901,1
Kepler-431 d,11.9216035,5.009,43.2,0.87,6006.0,1.082,1
Kepler-431 b,6.80257947,4.608,32.7,0.73,6006.0,1.082,1
Kepler-431 c,8.70312154,4.807,32.0,0.72,6006.0,1.082,1
Kepler-92 c,26.723169,8.501,195.0,2.31,5862.0,1.67,1
Kepler-136 c,16.39926461,3.4108,220.8,1.94,6156.0,1.303,1
Kepler-137 c,18.73577127,3.0356,567.2,2.1,5188.0,0.795,1
Kepler-137 b,8.43639829,3.2451,345.5,1.5,5188.0,0.795,1
Kepler-138 c,13.78109471,2.3188,756.0,1.42,3846.0,0.503,1
Kepler-138 d,23.08902241,1.7012,598.3,1.24,3846.0,0.503,1
Kepler-101 c,6.02977241,3.961,54.6,1.18,5576.0,1.593,1
Kepler-1718 b,135.1879934,8.8191,663.4,2.32,5731.0,0.906,1
Kepler-540 b,172.7046083,11.347,659.1,2.85,5851.0,1.116,1
Kepler-1704 b,988.8811177,5.9504,5060.0,10.81,5755.0,1.549,1
Kepler-9 b,19.270825843,4.1281,6660.5,7.74,5779.0,0.956,1
Kepler-1894 c,5.05368985,2.514,171.5,1.21,5772.0,0.901,1
Kepler-1413 b,13.1829329,3.594,518.0,1.84,5382.0,0.827,1
Kepler-1414 b,3.51575492,1.381,237.4,1.35,5094.0,0.901,1
Kepler-130 d,87.5177787,2.55,136.5,1.85,5903.0,1.137,1
Kepler-1426 b,14.2563272,4.796,206.1,1.73,6140.0,1.027,1
Kepler-1427 b,0.968980781,1.517,118.5,1.08,5866.0,1.0,1
Kepler-138 b,10.31282204,2.0138,137.6,0.59,3846.0,0.503,1
Kepler-1716 b,35.58349688,3.9885,937.6,2.03,4894.0,0.684,1
Kepler-139 b,15.77111067,5.0574,547.1,2.62,5620.0,1.143,1
Kepler-139 c,157.0659976,8.1289,551.4,2.63,5620.0,1.143,1
Kepler-139 d,7.305706326,1.4228,264.9,2.11,5620.0,1.143,1
Kepler-9 c,38.90787517,4.5271,6159.1,7.98,5779.0,0.956,1
Kepler-9 d,1.59295975,1.9313,248.3,1.48,5779.0,0.956,1
Kepler-1895 b,6.07032548,1.341,311.6,1.36,5076.0,0.763,1
Kepler-1906 b,7.36272124,1.3287,429.3,1.86,5868.0,0.894,1
Kepler-1428 b,10.6761592,4.594,151.0,1.79,6460.0,1.434,1
Kepler-1429 b,4.48494315,2.752,134.9,1.23,6217.0,1.051,1
Kepler-92 d,49.3567907,10.954,130.2,1.91,5862.0,1.67,1
Kepler-521 b,22.20809549,7.3327,463.2,3.02,6336.0,1.403,1
Kepler-522 b,38.5833679,12.391,1388.2,8.56,6273.0,1.927,1
Kepler-406 b,2.426304127,2.6624,185.4,1.41,5678.0,0.97,1
Kepler-147 c,33.4160553,8.605,275.8,2.98,6007.0,1.42,1
Kepler-147 b,12.6119685,6.372,76.5,1.33,6007.0,1.42,1
Kepler-1415 b,0.636424848,0.947,217.9,1.31,5343.0,0.885,1
Kepler-1430 b,2.46050095,1.861,276.8,1.03,4811.0,0.634,1
Kepler-1431 b,5.8660127,3.985,183.0,1.45,6020.0,1.04,1
Kepler-1432 b,23.9107056,4.996,294.0,1.91,6338.0,1.091,1
Kepler-406 c,4.62334491,3.0189,62.0,0.77,5678.0,0.97,1
Kepler-523 b,5.83599485,2.062,553.3,1.92,5423.0,0.828,1
Kepler-541 b,5.0800579,5.207,222.8,3.95,6049.0,2.52,1
Kepler-542 b,13.14496741,3.6399,300.8,1.59,5411.0,0.888,1
Kepler-131 b,16.09196369,2.8943,415.8,2.13,5680.0,1.016,1
Kepler-1416 b,1.4951513,3.43,52.0,1.44,5635.0,1.452,1
Kepler-1417 b,20.3504704,7.225,101.8,1.01,5952.0,1.002,1
Kepler-1433 b,4.13592927,2.377,156.2,1.43,5886.0,1.152,1
Kepler-1434 b,8.05337912,5.382,38.3,1.28,6231.0,2.062,1
Kepler-140 b,3.254277742,2.9903,159.9,1.38,5945.0,1.089,1
Kepler-140 c,91.3514816,8.707,210.0,1.57,5945.0,1.089,1
Kepler-146 b,31.1588249,5.1803,959.0,3.56,5951.0,1.155,1
Kepler-146 c,76.7324556,6.243,685.7,3.08,5951.0,1.155,1
Kepler-543 b,13.89963233,3.5791,1121.7,2.46,4538.0,0.663,1
Kepler-1719 b,6.14955931,5.5694,333.7,3.26,5687.0,1.775,1
Kepler-1896 b,44.8702042,4.199,636.1,2.56,6122.0,0.996,1
Kepler-1435 b,4.45342418,3.654,46.6,0.9,6256.0,1.269,1
Kepler-1436 b,9.705693,7.702,140.8,2.07,5808.0,1.385,1
Kepler-461 b,8.31377304,2.964,837.4,2.74,5900.0,0.951,1
Kepler-524 b,7.97420583,5.3503,293.1,1.85,5973.0,1.081,1
Kepler-524 c,1.88899036,3.486,59.0,0.83,5973.0,1.081,1
Kepler-525 b,18.68405716,6.9329,381.5,3.64,5548.0,1.614,1
Kepler-544 b,21.41624083,7.081,314.5,2.09,6156.0,1.18,1
Kepler-93 b,4.72674037,2.9267,273.1,1.56,5648.0,0.894,1
Kepler-131 c,25.5172744,4.735,66.8,0.83,5680.0,1.016,1
Kepler-1695 b,4.73292061,1.746,151.6,0.97,5595.0,0.796,1
Kepler-1418 b,22.4765952,3.437,481.4,1.21,4563.0,0.567,1
Kepler-1907 c,14.8638496,2.705,220.6,2.9,5159.0,0.8,1
Kepler-1907 b,5.65245733,2.062,121.0,1.05,5159.0,0.8,1
Kepler-1437 b,10.9294815,5.893,196.9,1.21,5792.0,0.864,1
Kepler-526 b,5.45849914,4.0448,255.9,1.91,5914.0,1.135,1
Kepler-527 b,13.28536452,6.283,377.6,4.03,6534.0,1.9,1
Kepler-450 c,15.4130812,6.6358,264.3,2.59,6206.0,1.573,1
Kepler-1890 b,4.82051088,3.588,40.9,1.08,6046.0,1.396,1
Kepler-1992 b,15.6112238,3.873,113.5,0.91,5383.0,0.842,1
Kepler-1419 b,42.5217006,5.723,685.6,2.45,5911.0,0.914,1
Kepler-1420 b,6.69958851,2.831,253.7,1.24,5296.0,0.799,1
Kepler-1909 b,2.39161966,1.906,189.2,0.93,4935.0,0.685,1
Kepler-1910 b,5.68879083,2.55,241.5,0.99,4234.0,0.639,1
Kepler-1438 b,2.31941571,1.591,96.4,1.24,5624.0,1.248,1
Kepler-528 b,19.7830259,5.4898,373.2,2.1,5747.0,1.099,1
Kepler-141 c,7.0106324,3.0688,327.3,1.5,4908.0,0.782,1
Kepler-141 b,3.10762684,2.361,77.2,0.73,4908.0,0.782,1
Kepler-529 b,1.980356674,2.4743,271.9,2.1,6078.0,1.189,1
Kepler-529 c,12.8344771,3.846,281.0,2.55,6078.0,1.189,1
Kepler-1398 b,2.7881793,3.397,55.8,1.02,5758.0,1.385,1
Kepler-1398 c,4.13827684,3.449,63.8,1.13,5758.0,1.385,1
Kepler-405 c,29.72722,3.45,1010.2,3.02,5815.0,0.877,1
Kepler-132 d,18.01019956,3.516,177.7,1.93,5931.0,1.101,1
Kepler-405 b,10.61368712,3.498,559.8,2.06,5815.0,0.877,1
Kepler-1439 b,8.07394097,2.455,1056.0,1.59,3675.0,0.398,1
Kepler-1977 b,4.53702121,1.813,504.4,1.66,4805.0,0.688,1
Kepler-1440 b,39.859505,7.987,155.5,1.62,5675.0,1.292,1
Kepler-414 c,7.170710381,2.9225,863.3,2.73,5497.0,0.941,1
Kepler-414 b,4.699652821,2.553,351.4,1.74,5497.0,0.941,1
Kepler-142 c,4.761705895,3.3061,497.1,2.75,5794.0,1.225,1
Kepler-142 b,2.024143568,2.5273,239.4,1.94,5794.0,1.225,1
Kepler-1655 b,11.87290814,2.5342,332.7,2.25,6147.0,1.04,1
Kepler-1399 b,1.638652525,1.952,166.9,1.29,6119.0,0.981,1
Kepler-1400 b,9.06687613,3.381,367.2,1.9,5142.0,0.789,1
Kepler-1891 b,4.0223109,0.853,227.8,1.37,5516.0,0.827,1
Kepler-1421 b,6.9131732,4.73,39.1,0.91,6296.0,1.444,1
Kepler-1983 b,7.32851947,1.211,277.8,2.33,5135.0,0.874,1
Kepler-1422 b,18.6052046,6.829,242.5,1.94,6572.0,1.238,1
Kepler-1441 b,39.4420781,7.029,172.4,2.51,5430.0,1.902,1
Kepler-1714 b,10.27532513,6.3093,209.7,3.04,6150.0,2.086,1
Kepler-511 c,26.62941953,7.8709,492.8,3.13,5866.0,1.417,1
Kepler-511 b,296.6375817,16.425,2763.1,7.56,5866.0,1.417,1
Kepler-142 d,41.8085031,7.797,190.4,1.67,5794.0,1.225,1
Kepler-530 b,39.30944096,5.77,1132.1,2.87,5607.0,0.863,1
Kepler-531 b,29.88487723,4.5612,1275.7,2.81,4883.0,0.749,1
Kepler-532 b,12.92489803,2.6811,959.0,2.62,5103.0,0.768,1
Kepler-1892 b,6.33125228,2.688,306.6,1.31,5383.0,0.759,1
Kepler-1897 b,24.2204192,3.271,806.3,2.1,5165.0,0.761,1
Kepler-132 c,6.41491277,3.3629,121.0,1.4,5931.0,1.101,1
Kepler-133 c,31.51779463,7.634,357.6,2.72,5611.0,1.4,1
Kepler-133 b,8.12999858,2.1492,148.0,2.04,5611.0,1.4,1
Kepler-97 b,2.586639524,2.253,217.7,1.44,5780.0,0.966,1
Kepler-533 b,28.51117639,4.5941,1844.6,3.27,4687.0,0.69,1
Kepler-1664 b,14.38682567,2.1417,569.6,2.54,5725.0,1.072,1
Kepler-90 h,331.5972732,14.404,8322.1,10.89,5970.0,1.2,1
Kepler-1401 b,11.20058855,4.562,219.9,1.7,6038.0,0.898,1
Kepler-410 A b,17.83367834,4.5112,326.9,2.43,6407.0,1.337,1
Kepler-510 b,19.55662003,8.087,298.9,2.45,5671.0,1.36,1
Kepler-1402 b,2.03387483,3.097,73.6,1.6,5282.0,1.899,1
Kepler-1423 b,23.9553986,3.204,228.7,2.84,5011.0,1.781,1
Kepler-512 b,34.4359387,5.82,424.5,2.78,5929.0,1.363,1
Kepler-134 b,5.317440164,2.9331,292.5,1.94,5923.0,1.054,1
Kepler-134 c,10.10575764,2.0138,116.8,1.28,5923.0,1.054,1
Kepler-513 b,28.86236571,5.4033,449.2,2.53,5725.0,1.088,1
Kepler-90 g,210.6013843,11.9922,4159.3,7.7,5970.0,1.2,1
Kepler-90 d,59.7371443,8.0006,566.4,2.84,5970.0,1.2,1
Kepler-143 c,27.08239734,5.0119,423.2,3.25,5857.0,1.305,1
Kepler-1717 b,30.6528935,4.99,269.7,2.86,6200.0,1.64,1
Kepler-1403 b,5.19492747,3.167,272.9,2.03,6415.0,1.224,1
Kepler-1404 b,15.9314412,2.435,556.7,1.77,5380.0,0.721,1
Kepler-1405 b,28.227413,5.782,1113.4,2.82,5858.0,0.849,1
Kepler-1898 b,4.76559056,2.2,67.5,0.92,5702.0,1.125,1
Kepler-1900 b,2.98618134,2.969,122.9,1.16,6173.0,1.041,1
Kepler-132 b,6.17817366,3.2601,101.9,1.22,5931.0,1.101,1
Kepler-514 b,5.65178922,3.0933,134.1,2.03,6085.0,1.463,1
Kepler-515 b,19.96367208,2.6403,270.9,1.5,5250.0,0.79,1
Kepler-98 b,1.541676547,1.9118,296.5,1.88,5533.0,1.089,1
Kepler-534 b,15.95995611,4.3149,523.2,2.27,5936.0,0.965,1
Kepler-534 c,7.37867551,3.349,125.1,1.11,5936.0,0.965,1
Kepler-535 b,4.903321801,2.8887,334.5,2.37,6045.0,1.298,1
Kepler-536 b,1.82708193,1.96401,1164.7,5.95,5311.0,1.769,1
Kepler-1406 b,11.62904159,2.97,88.0,1.31,5721.0,1.131,1
Kepler-130 c,27.50871575,5.9291,639.2,2.98,5903.0,1.137,1
Kepler-1407 b,20.0708757,6.354,405.7,3.2,5902.0,1.513,1
Kepler-279 e,98.353149,24.708,423.0,4.13,6366.0,1.697,1
Kepler-176 d,25.75274977,2.7678,738.9,2.27,4963.0,0.826,1
Kepler-1989 b,10.161023528,3.1627,1653.9,4.62,6032.0,1.06,1
Kepler-177 c,49.41121127,5.278,3184.0,6.77,5768.0,1.015,1
Kepler-177 b,36.8567758,7.495,714.1,2.68,5768.0,1.015,1
Kepler-189 b,10.39986173,3.377,275.3,1.5,4963.0,0.826,1
Kepler-606 b,24.31574009,4.1344,643.3,2.8,6242.0,1.047,1
Kepler-607 c,39.6766071,5.04,611.2,2.29,5244.0,0.888,1
Kepler-548 b,4.454194254,2.3061,16042.0,11.76,5359.0,0.915,1
Kepler-39 b,21.0871953,5.92691,8894.7,14.43,6266.0,1.522,1
Kepler-20 e,6.09855603,2.9815,84.4,0.84,5465.0,0.925,1
Kepler-567 b,16.54295261,3.8516,726.0,2.31,5215.0,0.867,1
Kepler-568 b,11.023474798,1.4814,1795.5,2.46,3744.0,0.537,1
Kepler-569 b,34.18884323,5.3278,1063.2,2.97,5515.0,0.925,1
Kepler-570 b,4.30165843,2.1055,739.4,2.42,5480.0,0.865,1
Kepler-166 b,7.650243513,2.752,981.4,2.3,5409.0,0.746,1
Kepler-1721 b,4.592393816,2.2748,1027.7,2.51,5351.0,0.796,1
Kepler-65 c,5.859935955,4.0185,322.8,2.56,6181.0,1.424,1
Kepler-586 b,2.104721971,1.7547,905.5,2.89,5703.0,0.975,1
Kepler-608 b,6.412512953,5.2677,1156.4,3.89,6026.0,1.108,1
Kepler-190 b,2.019997006,1.8073,332.8,1.46,5103.0,0.787,1
Kepler-190 c,3.763041531,1.6011,354.5,1.63,5103.0,0.787,1
Kepler-609 b,6.521209629,2.7975,760.4,2.54,5822.0,0.898,1
Kepler-610 b,6.996926239,2.7374,1317.4,3.21,5713.0,0.893,1
Kepler-549 d,24.61480613,2.6602,1798.0,4.2,5312.0,0.986,1
Kepler-549 b,42.949522,5.4154,959.1,2.98,5312.0,0.986,1
Kepler-549 c,117.033521,6.822,770.4,2.68,5312.0,0.986,1
Kepler-166 d,1.55400389,1.7664,465.8,1.59,5409.0,0.746,1
Kepler-166 c,34.25951418,4.7743,1072.5,2.41,5409.0,0.746,1
Kepler-571 b,4.79860021,3.0384,817.4,2.51,5631.0,0.847,1
Kepler-178 b,9.57665962,3.3603,746.8,2.88,5386.0,1.076,1
Kepler-178 d,96.6781852,5.6957,951.3,3.29,5386.0,1.076,1
Kepler-178 c,20.55280311,2.2013,727.3,2.99,5386.0,1.076,1
Kepler-587 b,10.94026745,2.3494,538.6,2.08,5749.0,0.864,1
Kepler-1649 c,19.5352551,1.013,1732.0,0.53,2703.0,0.118,1
Kepler-610 c,151.863949,8.577,747.0,2.41,5713.0,0.893,1
Kepler-191 d,5.945043548,2.7004,800.2,2.69,5105.0,0.868,1
Kepler-1709 b,65.7045275,3.3104,636.1,2.78,5918.0,1.043,1
Kepler-191 c,17.73842886,3.0049,605.5,2.47,5105.0,0.868,1
Kepler-191 b,9.93962361,3.432,300.1,1.93,5105.0,0.868,1
Kepler-40 b,6.8731664,6.8569,3753.8,13.44,6490.0,2.179,1
Kepler-550 b,8.600099313,4.0077,2791.6,4.17,5246.0,0.805,1
Kepler-551 b,12.37646897,2.7075,1709.0,2.53,4200.0,0.607,1
Kepler-289 e,330.071558,4.295,616.7,2.94,5933.0,1.115,1
Kepler-153 b,18.87022157,3.1404,1096.6,2.82,5402.0,0.865,1
Kepler-20 f,19.5776073,3.382,98.1,0.9,5465.0,0.925,1
Kepler-572 b,17.20522898,3.6688,1080.6,2.22,5211.0,0.689,1
Kepler-573 b,22.18332255,5.1364,748.1,2.78,5565.0,1.03,1
Kepler-574 b,7.65880048,3.0427,668.2,2.19,5657.0,0.855,1
Kepler-575 b,9.3789167,3.3427,563.5,2.03,5684.0,0.808,1
Kepler-588 b,4.221626193,3.0619,658.0,2.87,6123.0,0.987,1
Kepler-589 b,16.54967098,4.3808,744.5,2.95,5372.0,0.916,1
Kepler-65 b,2.154911236,3.1341,99.7,1.42,6181.0,1.424,1
Kepler-589 c,3.52467888,2.484,129.7,1.46,5372.0,0.916,1
Kepler-179 c,6.400157105,2.0004,743.2,2.52,5299.0,0.766,1
Kepler-611 b,2.437029217,3.2005,244.0,2.04,5573.0,1.329,1
Kepler-192 b,9.9267215,3.8428,725.5,2.76,5475.0,0.982,1
Kepler-192 c,21.22349325,4.9416,582.9,2.63,5475.0,0.982,1
Kepler-192 d,6.47027706,3.343,116.9,1.15,5475.0,0.982,1
Kepler-612 b,3.722158895,1.9941,757.4,2.33,5617.0,0.806,1
Kepler-153 c,46.9026431,3.9264,821.3,2.6,5402.0,0.865,1
Kepler-552 b,5.263415218,2.1446,1030.7,3.77,6099.0,1.028,1
Kepler-553 b,4.030466786,2.7734,2908.3,4.48,5234.0,0.854,1
Kepler-553 c,328.240201,12.2726,13889.0,10.99,5234.0,0.854,1
Kepler-167 b,4.393157678,2.4455,447.2,1.41,4799.0,0.692,1
Kepler-102 e,16.145671932,3.7236,941.1,2.48,4900.0,0.741,1
Kepler-167 e,1071.232624,16.1784,19046.0,9.27,4799.0,0.692,1
Kepler-179 b,2.735900074,1.9359,428.9,1.56,5299.0,0.766,1
Kepler-590 b,5.852968845,4.5973,1146.5,3.46,6050.0,1.013,1
Kepler-591 b,81.1701587,8.358,1183.2,4.71,5460.0,1.165,1
Kepler-592 b,2.820190603,2.554,467.5,2.53,5831.0,1.121,1
Kepler-593 b,21.21712312,5.89,636.0,2.97,6191.0,1.007,1
Kepler-613 b,15.77980122,4.0369,541.4,2.11,5941.0,0.911,1
Kepler-614 b,14.03490255,3.638,851.8,2.41,5258.0,0.785,1
Kepler-615 b,10.35586478,2.8431,660.9,1.92,4646.0,0.778,1
Kepler-89 d,22.342964828,6.66405,5612.8,9.99,6181.0,1.331,1
Kepler-193 b,11.38840217,3.6949,438.0,3.04,5876.0,1.456,1
Kepler-154 d,20.5498184,5.5484,1564.3,4.04,5688.0,0.971,1
Kepler-155 b,5.931196562,2.4999,1007.4,2.01,3984.0,0.539,1
Kepler-10 b,0.837491225,1.796,190.4,1.43,5676.0,1.044,1
Kepler-167 c,7.40611676,2.8826,417.9,1.37,4799.0,0.692,1
Kepler-167 d,21.803708,3.369,246.4,1.11,4799.0,0.692,1
Kepler-576 b,29.9111886,6.6436,942.0,2.9,5275.0,0.969,1
Kepler-577 b,25.69581456,4.0251,1130.8,1.7,3787.0,0.477,1
Kepler-594 b,13.64617478,3.4098,633.0,2.06,5569.0,0.829,1
Kepler-4 b,3.213668926,3.98235,727.8,4.13,5795.0,1.545,1
Kepler-65 d,8.13121389,4.2386,111.8,1.58,6181.0,1.424,1
Kepler-180 c,41.8854433,6.763,687.4,3.28,5735.0,1.028,1
Kepler-180 b,13.81733587,4.261,223.2,2.04,5735.0,1.028,1
Kepler-194 d,52.8148051,7.309,553.7,3.33,5565.0,1.439,1
Kepler-195 b,8.30783912,3.1516,777.5,2.15,5320.0,0.786,1
Kepler-195 c,34.0963441,3.896,472.7,1.71,5320.0,0.786,1
Kepler-1724 b,6.45442931,2.6772,586.1,2.48,6092.0,0.943,1
Kepler-618 b,3.595769013,3.1569,383.7,2.39,5762.0,1.196,1
Kepler-155 c,52.6615266,3.1592,1078.1,1.87,3984.0,0.539,1
Kepler-554 b,1.902208647,2.19877,2343.5,4.45,5400.0,0.937,1
Kepler-156 c,15.90688891,3.9879,924.7,2.35,5097.0,0.797,1
Kepler-156 b,4.973455252,1.6519,741.6,2.46,5097.0,0.797,1
Kepler-578 b,1.616883373,1.6325,437.3,4.47,4868.0,1.816,1
Kepler-168 c,13.19322809,5.0036,585.7,2.94,5946.0,1.223,1
Kepler-102 d,10.31174786,3.1818,275.9,1.34,4900.0,0.741,1
Kepler-168 b,4.42535097,3.504,179.0,1.63,5946.0,1.223,1
Kepler-181 c,4.302139338,2.0289,747.2,2.46,5041.0,0.857,1
Kepler-181 b,3.137845914,1.91,305.7,1.5,5041.0,0.857,1
Kepler-182 c,20.68420772,6.4415,858.5,3.28,6246.0,1.092,1
Kepler-193 c,50.6985408,5.972,610.9,3.58,5876.0,1.456,1
Kepler-1723 b,39.7529915,4.9641,549.3,2.37,6072.0,1.01,1
Kepler-616 b,9.99760285,3.4423,638.7,2.82,6004.0,0.977,1
Kepler-616 c,90.4117992,7.106,1265.0,3.96,6004.0,0.977,1
Kepler-157 c,13.54057461,4.4673,461.0,2.17,5767.0,1.014,1
Kepler-157 b,1.732346403,2.2139,182.4,1.37,5767.0,1.014,1
Kepler-157 d,7.0257409,2.245,190.7,1.56,5767.0,1.014,1
Kepler-555 b,16.21774917,4.9274,758.3,2.22,5837.0,0.798,1
Kepler-556 b,11.72291212,4.2064,492.2,2.08,5550.0,0.953,1
Kepler-579 b,9.66857386,2.4656,411.7,1.9,5288.0,0.836,1
Kepler-80 b,7.053527145,2.3982,1480.1,2.16,4041.0,0.567,1
Kepler-80 c,9.521644639,2.3569,1491.3,2.16,4041.0,0.567,1
Kepler-80 d,3.072146607,1.8732,539.0,1.3,4041.0,0.567,1
Kepler-80 e,4.645382149,2.0271,565.5,1.33,4041.0,0.567,1
Kepler-182 b,9.82578495,5.2498,433.3,2.66,6246.0,1.092,1
Kepler-595 b,25.30291816,4.4903,2105.7,3.95,5121.0,0.888,1
Kepler-596 b,21.30020491,4.0852,659.8,2.99,6008.0,1.168,1
Kepler-22 b,289.864067,7.565,529.1,2.34,5516.0,0.886,1
Kepler-616 d,51.0674355,4.374,597.5,2.44,6004.0,0.977,1
